	BP4	BP5	BP6	BP7	BP8	BP9	DBS1-1	DBS1-2	DBS1-3	DBS2-1	DBS2-4	DBS2-5	DS3	DS4	DX1	DX2	DX4	FK1	FK2	FK3	FK4	FK5	HSP1	HSP2	JA1	JA2	JA3	JA4	JA5	JA6	LL2	LL3	LL4	LL6	LL7	LSA1	LSA2	LSA3	LSA4	LSA5	MAS1	MAS2	MAS3	MAS4	MAS5	SKS1	SKS3	SKS4	SKS5	TL1-1	TL1-2	TL1-3	TL1-4	TL1-5	TL2-1	TL2-2	TL2-3	TL2-4	TL2-5	WH1	WH2	WH3	WH4	WH5	WY1	WY2	WY3	WY4	WY5	YF1	YF2	YF3	YF4	YF5	YP1	YP2	YP3	YP4	YP5	YS1	YS2	YS3	YS4	YS5	ZJ1	ZJ2	ZJ3	ZJ4	ZJ5	ZJ7
DBS2-4.bin22	1.255380751	0.206325481	0.080531037	0.034816118	0.065572527	0.072788794	0.160408445	0.335830695	0.182193828	0	6.831750597	0	0.033272957	0.031003934	0	0	0	0	0	5.183009293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066328201	0	0	9.115933477	0.04331648	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00378454	0	0	0	2.461466955	3.948174259	5.104569549	4.889560751	3.408999945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBS2-4.bin28	0	0	0	0	0	0	0.015536853	0.013368856	0.022694425	0	3.111134412	0	0	0	0	0.002100894	0	0.865853318	6.345691246	5.441996459	3.172229647	4.939745689	0	0	0	0	0	0	0.204547068	0	0	0	0	0	0	0	0	0	0	0	0.966983145	0.097160877	0.542217247	3.438920829	1.964750309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666483255	0	0	0	0	0	0	0	0	0	0.278386509	0.159515204	0.240945484	0	0	0	0.470256523	0.376292437	0	0	0	0	0	0	0	0	0	0	0	0
DBS2-4.bin35	0	0	0	0	0	0	0	0	0	3.060023031	6.294414354	0.040206439	0	0	0	0	0	4.670529046	3.628620203	3.563333293	2.518559269	5.575504668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009465494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.724007487	0.021737419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DS4.bin17	0.68754158	1.291986725	1.612044515	1.10018331	1.052506139	1.15766112	2.659220673	4.258357336	5.032568352	0.381387746	0.215429179	6.71630019	2.49202405	2.341952136	1.556161347	0.6672687	0.854775473	0	0	0.054169304	0.109937501	0.1562675	0.098928421	0.587374488	8.909681152	17.59201525	4.52223858	12.80449815	3.548679847	3.049143216	0.309422281	0.344626354	0.293475415	0.414771891	0.367685282	1.550486837	2.918609769	2.308335619	3.305433469	3.023159089	5.022810473	0.416966075	2.782055535	3.233154249	2.066850819	2.558931917	2.925364068	10.21543351	14.1452356	0	0	0	0	0.021030223	0	0	0	0	0	0	2.649753932	0	0	0	1.51609952	0.733192164	0.649190413	0.5247521	0	5.402295815	2.7799251	4.262613705	4.273494117	2.17341416	0.027838001	0	0.336200275	0.117972707	0	8.314881293	8.569775359	0.685081604	1.05202954	2.17341442	2.0399729	0.963743181	1.516678502	1.730773852	1.725183317	1.241522828
DX1.bin12	5.241112119	2.972910799	1.172188467	0.89231376	1.025838333	1.32821882	0.628908049	0.247595157	0.167247213	0	0	0.002393678	0.400061902	1.614936096	53.28765546	0.006923558	0.031285476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031623607	0.06487323	0.074607749	0.447234623	0	0	0	0	0	0	0	0	0	0	0.032740389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.360607358	0.503929109	0.871871704	0.438421991	0.532382388	0	0	0	0	0	0	0	0	0	0	0.021546155	0.039238697	0	0	0	0	0	0	0	0	0
DX1.bin23	0.032851738	0.044005908	0.131905298	0.236054793	0.199556313	0.233549809	3.438282083	2.863118094	2.237462953	0.096961848	0.160421901	0.11968376	0.889720654	0.722488762	7.782094329	4.350731198	3.341514768	0.337647544	0.000658457	0.087589566	0.108198011	0.205825196	0	0	2.151910795	1.666092859	5.687249767	2.38785504	9.582116708	0.499552864	0.085134426	0.072229164	0.110600112	0.037949105	0.038456653	1.115706428	1.126208827	1.356624911	0.596598917	1.610652194	5.688037339	2.987698189	3.886707197	10.05562443	4.168092277	0.400249752	0.024049171	0.022511605	1.562468661	0	0	0	0	0.062346055	0	0	0	0	0	0	3.393234367	0	0	0	0.040297576	0.058523369	0.043440558	0.03422219	0	0.231553529	0.021217706	0	0	0.689528951	0.770593354	1.635206505	3.147377696	3.924860356	3.502728431	0.078188005	0.5436229	0.349049858	0.92645641	0.689529034	0.092028876	0.004744213	0.078197923	0.149136938	0.130148544	0.04339802
DX1.bin44	0.022950273	0.035454149	0.121123949	0.327392644	0.169711677	0.189302964	0.743191311	0.577932258	0.422340716	0	0	0.003463964	0.141568772	0.112731563	9.91508612	0.57309294	3.473103642	0.029778395	0	0	0	0.001526103	0	0	0.016983976	0	0.059043414	0.007370072	0.089516254	0	0	0	0	0	0	0.104185926	0.1069562	0.114347522	0.056053438	0.122639733	0.168850561	0.17284134	0.164457138	0.481190918	0.381016891	0.031007049	0	0	0.332890671	0	0	0	0	0	0	0	0	0	0	0	0.194663642	0	0	0	0	0	0	0	0	0.003856276	0	0	0	0.24110798	0.039203061	0.056765582	0.187533963	0.213223057	0.140498944	0.093535452	0.442218548	0.125282074	0.35034986	0.241108009	0.028465458	0	0.032857052	0.06114846	0.06951822	0
DX1.bin56	0	0	0	0	0	0	0.199839623	0.054397591	0.085549245	1.104304254	0	0	0.139780147	0.108912331	5.085009577	0.455011227	0.560848577	0.070459719	0	0	0.445277561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056839348	0.258157477	1.122139315	0.699101253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227850098	0	0	0	0	0	0	0	0	0.006698936	0	0	0	0	2.076224081	0	0.032164051	1.043662638	0	0	0	0	0	0	0	0	0	0	0	0
DX1.bin66	0.102163239	0	0	0.002100806	0	0	0.196285001	0.180181516	0.055550943	0	0	0	0.151792043	0.117147735	45.69255595	2.98038745	10.44081456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014105505	0.027893674	0.202559035	0.128705993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030679814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016731265	0.018433753	0	0	0	0	0	0	0	0	0	0	0	0
DX2.bin61	0.077371352	0	0	0	0.003729721	0.000274139	0.260765458	0.190985547	0.211983779	0	0.285023097	0	0.508077428	0.421066655	33.04739869	69.55829576	9.861289246	0.540353457	0.184475375	0.206422288	0.21533975	1.124072164	0	0	3.899921491	0.758606328	2.047062554	0.384107136	2.451096017	1.089773197	0.794572574	0.415700598	0.867292711	0.199782563	0.159574704	0.305427301	0.291570331	0.363422307	0.113945259	0.527244257	0	0	0	0.01034001	0.116130407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01664407	0.059704544	0.367831119	0.504389954	0.314350451	0	0	0	0	0	0.204432169	0.037468238	0.105756759	0.160252964	0.157425491	0.13891289
DX4.bin14	0.032636473	0	0	0	0	0	0.34534007	0.244256047	0.177604352	0	0.075755047	0	0.245991616	0.205037848	20.7776637	15.02969954	6.537731422	0.144342327	0.023950365	0.05089559	0.045750947	0.220854187	0	0	0.928567159	0.163174396	0.859075983	0.144009971	1.150658663	0.232135972	0.161680369	0.08035311	0.194884137	0.036156477	0.027141973	0.360010166	0.319374996	0.402773575	0.160403682	0.362891891	0.156917039	0.314284283	0.304420639	0.253201721	0.294124424	0	0	0	0	0	0	0	0	0.002180025	0	0	0	0	0	0	0.384021493	0	0	0	0	0	0	0	0	0.005456545	0	0	0	0.096581795	0.128076182	0.213369455	0.53700862	0.697868182	0.555516575	0	0.024789545	0.004669788	0.131700446	0.096581807	0.034788767	0	0	0.029647392	0.02383048	0
FK1.bin6	0	0	0	0	0	0	0.726128887	0.6899596	0.709515621	0.083217141	3.153429786	0.040784356	0.764088636	0.653031107	0.557995031	0.666954789	0.308392641	4.196928026	3.054116601	3.3800279	3.418506811	6.183370713	0	0	0.087513362	0.038234328	0.207926344	0.050975987	0.404173789	0	0.01132451	0	0.016622364	0	0	1.481957621	1.349484733	1.277176244	0.736806919	0.815992661	0.502223827	0.412048502	0.656669899	0.810066773	0.758410227	0.111203816	0.029919899	0.032813368	0.417372024	0	0	0	0	0.299837905	0	0	0	0	0	0	0.587024629	0	0	0	0	0.006276177	0	0	0	0.404705953	0.699805378	0.14529157	0.191130231	0.168594994	0.117346427	0.95776522	1.697718261	1.081910321	0.885691877	0.003738803	0.135661287	0.103542875	0.317850271	0.168595014	0	0	0	0	0	0
FK1.bin65	0	0	0	0	0	0	0	0	0	0	22.32350103	0	0	0	0	0	0	69.56455645	13.18177022	13.67974048	22.67775053	13.75018309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FK1.bin77	0	0	0	0	0	0	0.036031517	0.020262366	0.00874489	0	0.968948311	0	0.018670728	0.002608722	0	0	0	38.03374174	0	0.4519668	0.72623454	0.317755195	0	0	0.05939545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127088849	0.034387315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158571965	0.03217161	0.018614833	0	0	0	0	0	0	0	0	0	0.056886854	0.073546621	0.049427832	0	0	0	0	0	0	0	0	0	0	0
FK2.bin41	0	0	0	0	0	0	0.44662059	0.407507032	0.844201165	0	4.400628585	0	1.551030997	1.352014454	0.618332538	0.802583473	0.363552404	4.142724501	5.661251828	5.42512971	4.812620661	9.252303857	0	0	0	0	0.000653041	0	0	0	0.004838597	0	0.004877195	0	0	2.045853348	1.917400359	1.568291842	0.905434718	0.812945233	0.130571122	0.112026687	0.133205216	0.088152248	0.470215176	0	0	0	0	0	0	0	0	0.416292079	0	0	0	0	0	0	0.233801874	0	0	0	0	0	0	0	0	0.415038531	1.289867972	0.148314098	0.22116256	0.096972226	0	1.15348161	1.623168373	1.109929757	0.325993726	0	0.007951799	0.011313523	0.18648829	0.096972237	0	0	0	0	0	0
FK2.bin45	0	0	0	0	0	0	1.031026581	2.093810749	0.96306684	0.133543688	1.446735504	1.425348802	0.088563335	0.061471474	0.072643848	0.137532034	0.035611545	0.49092081	5.368834338	2.534611599	3.204805301	5.234207449	0.712100178	7.670797482	0.004144423	0	0	0	0	0	0	0	0	0	0	3.391291964	3.829105237	3.219641383	2.165148657	2.901010003	26.85885294	10.92744629	24.66487016	47.62795875	17.28519031	0	0.184264913	0	0.212868931	0	0	0	0	0.895788237	0.013260192	0.172840849	0.436549851	0.145052178	0.010753278	0	26.46571405	0	0.093857984	0.502418695	0.897407207	0.821177017	0.489545044	0.534785036	0	0.15081175	0.114668389	0	0	1.314268902	0	0.022105626	1.359999881	0.111540514	1.183945908	1.103305079	6.21047173	4.41223262	3.459740837	1.314269059	0	0	0	0	0	0
FK3.bin27	0	0	0	0	0	0	0.013047647	0.016763337	0.023890886	0	2.986716096	0	0	0	0	0.005100486	0	0.994948081	7.699315145	6.824047324	3.77097337	5.614701013	0	0	0	0	0	0	0.216337956	0	0	0	0	0	0	0	0	0	0	0	1.068626896	0.09995622	0.623375757	3.773604503	2.127839922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.772769982	0	0	0	0	0	0	0	0	0	0.32481649	0.179219914	0.270400822	0	0	0	0.537516793	0.43703213	0	0	0	0	0	0	0	0	0	0	0	0
FK5.bin103	0	0	0	0	0	0	0	0	0	0	18.86424453	0	0	0	0	0	0	32.08972143	18.47833293	9.395601292	19.50752464	40.45555803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01483941	0	0	0	0	0	0	0	0	0	0	0	0
FK5.bin108	0	0	0	0	0	0	0.030349204	0.027080992	0.045223287	0	2.199588712	0	0	0	0	0.064462865	0	1.175911584	7.291012406	4.524918794	2.687423616	7.761107299	0	0	0	0	0	0	0.754481814	0	0	0	0	0	0	0	0	0	0	0	3.267163937	0.343694679	1.605740503	10.49586403	6.07363249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.995113977	0	0	0	0	0	0	0	0	0	0.628379902	0.390998777	0.566521975	0	0	0	1.421739134	1.249998755	0.157560861	0	0	0	0	0	0	0	0	0	0	0
FK5.bin119	0	0	0	0	0	0	0.084421928	0.042374482	0.056359943	0	1.718415447	0	0.058165382	0.050909284	0.380064141	0.594683455	0.252575347	3.126609589	1.501663989	1.245670916	1.656441761	8.587736254	0	0	0.438695892	0.063738074	0.22177143	0.031340244	0.25233769	0.090237583	0.063423971	0.015597182	0.071633864	0	0	0	0	0	0	0.003302138	0	0	0	0	0.041260082	0	0	0	0	0	0	0	0	0.068112041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.139859516	0.104574353	0	0	0	0	0	0	0	0	0	0	0	0
FK5.bin17	0	0	0	0	0	0	2.78714452	2.013111789	3.071770667	0.139911661	1.725134368	0	0.060531396	0.051170421	0	0	0	3.344562129	2.553980917	1.125468908	2.378749265	4.472480436	0	0	0.085755771	0	0.316229399	0.249343647	0.86003466	0	0.031483607	0	0.046111117	0	0	0.456907635	0.287606855	0.323680941	0.066116447	0.308880259	0	0	0.071751382	0.047223436	0.223220482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167202671	0	0	0	0	0	0	0	0	0.669804855	0.068807908	0	0.007758612	0	0.223529213	6.159243421	2.709541716	3.54506234	1.344905045	0	0	0	0.034017559	0	0.071745027	0	0	0.012477067	0	0
FK5.bin8	3.694806625	2.78779529	6.797683677	18.51187587	7.271707315	7.65380947	0.663312005	0.091554421	3.447661797	12.84716472	0.180553945	0.320800305	0	0	0	0	0	0	0	0.060010393	0.02628194	4.820848341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321237173	0	0	0.002951152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043854363	0	0	0	6.999173924	9.750829505	9.808772199	4.11753918	6.390373871	0	0	0	0	0	0	0	0	0	0	0.064352524	0.093310132	0	0	0	0	0	0	0	0	0
FK5.bin98	0	0.000733489	0.045731534	0.085834769	0.068367269	0.046021041	1.072531322	1.702941505	0.6987321	0.077456366	1.332637868	0.571937665	0.051488965	0.032989832	0.165020137	0.161571765	0.062933372	1.64577154	2.280432845	1.461140068	2.285777976	5.363013354	0.177239284	2.147883644	0.374980405	0.310194771	0.467548035	0.2814199	1.194959073	0.020084288	0	0	0	0	0	1.05255065	1.250362447	1.006549128	0.662590839	1.158811432	10.79983965	4.472376631	9.326430299	20.30548211	7.818275649	0.401141507	0.24140859	0.099937554	1.939997011	0	0	0	0	0.241278243	0	0.034851606	0.125702949	0.028642343	0	0	8.780542902	0	0.001263755	0.108569669	0.335972514	0.311000877	0.189937475	0.179904564	0	0.332200011	0.058830631	0	0	0.486299829	0.218130759	0.243412096	4.792424701	0.248881433	1.979609688	0.322298768	2.443696598	1.790203624	1.564282657	0.486299887	0	0	0	0.006957522	0	0
JA1.bin41	0	0.032872828	0.025264421	0	0	0.003321523	0.290285997	1.027467036	0.406324709	0	0.213654358	0.496413652	0.05915496	0.039716562	0	0	0	0.098362667	1.187632785	0.131978132	0.278069676	0.683371737	0	0	29.89132788	35.21486109	17.40263168	31.01049836	16.66503228	9.344616364	0.092231259	0.073265828	0.097682433	0.061509893	0.062261463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042976534	0	0	0	0	0.140936671	0.09590993	0.080344228	0.083050845	0	0	0	0.548270316	0.32077126	0	0	0	0	0	0	0.135504819	0.04657187	0.112517183	0.149730606	0.151480438	0.035571017
JA1.bin47	0.018950154	0.023649089	0.094948526	0.196056034	0.216522649	0.275158552	4.626380282	4.075224186	3.238633939	0.107924011	0.117380897	0.165920797	1.129538562	0.93060216	6.138433172	2.819053965	1.954813661	0.312604331	0	0.047752564	0.095764619	0.099792185	0	0	6.002651746	4.851468759	11.59806581	6.563694666	19.85819927	1.352652648	0.114248355	0.096187288	0.135855102	0.062753206	0.071811956	0.426250301	0.639910131	0.794569759	0.296978297	1.605770822	9.714008813	3.264253901	5.625226408	18.77254422	6.528761423	0.67897344	0.034097491	0.019152123	3.011914984	0	0	0	0	0	0	0	0	0	0	0	4.094691379	0	0	0	0	0.040682121	0.023756911	0	0	0.274054047	0	0	0	0.433174977	0.490029753	1.564544439	3.08468396	3.75013882	2.915245107	0.046974725	0.408243933	0.249258615	0.55250352	0.433175029	0.208708429	0.090746852	0.182770023	0.276981024	0.286138193	0.131431534
JA3.bin12	0.002762298	0.045725464	0.038370764	0.0081166	0.008797438	0.040532802	0.19617944	0.310634356	0.399026373	0.003364952	0.005571104	0.163414311	0.151058409	0.115697201	0.141637733	0.076735901	0.058266144	0	0	0	0	0.010014259	0	0.011698035	6.67666143	10.17215976	7.78514273	9.788700002	10.64504027	4.371555752	2.986357932	2.985898854	4.281296872	2.142657156	2.160127887	0.136802814	0.197455014	0.194944452	0.182628869	0.23727334	0.197612387	0.025344162	0.30100257	0.279107831	0.213184522	0.108305573	0.109445567	0.533589384	0.800212135	0	0	0	0	0	0	0	0	0	0	0	0.321780224	0	0	0	0.072755848	0.003755973	0.013944943	0	0	0.295424873	0.115004657	0.192122792	0.196823398	0.117880053	0.002137291	0	0.701906941	0.11365857	0.106296111	0.310283673	0.363322364	0.01475277	0.062250595	0.117880067	1.723019118	0.997969327	1.798776465	2.032354349	2.053257917	0.963032078
JA4.bin19	0	0.043786226	0.929931552	0.041859784	0.121613652	0.133289238	0.212338081	0.47313415	0.728180453	0	0	0	0.348675686	0.283236749	0	0	0	0	0	0	0	0	0	0	0.726914783	0.993419764	3.49410266	9.627798369	15.25249229	2.172993902	4.282281351	4.139937158	4.89482216	4.564498611	3.714839931	1.444816077	2.410098493	1.662874613	1.11714482	3.205883694	0	0	0	0.003710744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050376455	0.94028622	0.093988763	0	0	0.00386602	0	0	0	0.397161019	0.993736253	0.119413209	0.222715726	0.313500069	0.112212031
JA4.bin20	0	0	0	0.077307853	0	0.002825005	1.659123857	4.638195141	3.102984294	0.009068921	0	0	0.334255646	0.231841018	0.29763749	0	0.100299441	0	0	0	0	0.201793497	0	0	2.046677758	6.302221712	0.131717346	8.626101258	0.468152792	0.060992352	0	0	0	0	0	0	0	0	0	0	0	0	0.651360483	0.197937078	0.024694149	0	1.660533522	0.006586913	0.003096624	0	0	0	0	0	0	0	0	0	0	0	0.260939862	0	0	0	2.709030705	0.31482863	0.139235019	0.178156996	0	0.061436216	0	0	0	0	0	0	2.879970765	0.030014177	0	0.585587812	0.566556158	0	0	0	0.013950305	0	0.043222822	0.053411615	0.063956696	0
JA4.bin64	0	0.006357514	0.307507143	0.060113243	0.040363174	0.191256755	0.8952619	0.950242499	0.41288818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273376166	0.55401806	0.85125295	19.40675398	1.178741938	0.490823659	4.076704792	3.754126339	6.129202921	1.232575122	1.653261057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180436156	0	0	0	0	0	0	6.44026645	1.48381622	2.108823407	3.862253302	4.396242253	2.541212284
JA4.bin7	0.076673802	0.450638545	0.920886615	0.148682686	0.203649353	0.308423069	2.135402264	6.106982414	3.798240693	0	0	0.096149035	0.161710377	0.107008694	0	0.131155661	0.66212166	0	0	0	0	0	0	0	6.170634115	4.802472488	0.760687749	33.28725859	0.886491045	2.562767719	10.18704006	11.97687852	18.14694748	6.169718822	8.854993014	0.040873666	0.046568759	0.105243689	0.020960492	0.453380931	1.131825663	0	2.240426888	0.489095337	0.170155962	0	0.015607217	0.005719059	0	0	0	0	0	0	0	0	0	0	0	0	0.497026824	0	0	0	0.033753997	0.002359288	0	0	0	0	0	0	0	0	0	0	0.002822534	0.087207384	0	0.152322309	0.147975044	0	0	0	0.476941184	0.607899869	1.119403008	1.353717106	0.948572167	0.377727091
JA5.bin13	0.004375582	0.024907172	0.044948886	0.048693339	0.060324113	0.084186211	2.200224517	2.012901669	1.701495038	0.049239581	0.133089658	0.464393017	0.852578934	0.679688171	2.805274336	2.137849227	1.38739106	0.202649227	0.012075798	0.067210758	0.085249583	0.218464367	0	0.002638338	5.338163525	6.193243198	13.13366717	6.357755569	21.105966	2.244421934	0.813366155	0.831355569	1.121420891	0.575747008	0.543006691	0.946620392	1.024995471	1.146435369	0.680434333	1.312255912	5.375637809	2.573760408	2.995298317	7.59393538	3.643376261	0.37220601	0.118597983	0.339691643	1.563392077	0	0	0	0	0.033876718	0	0	0	0	0	0	2.704447603	0	0	0	0.050868574	0.019474141	0.019558434	0	0	0.444901341	0.129741382	0.120221417	0.120945967	0.572951615	0.408932616	0.857282821	2.097733232	2.356920573	2.056488318	0.32225157	0.575122908	0.230102902	0.642009403	0.572951684	0.611885973	0.335957465	0.557954893	0.696398297	0.693722581	0.359571637
JA6.bin33	0.029311653	0.19736011	0.139684347	0.066430418	0.010144334	0.08001136	0	0.022507652	0.102350164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.93902233	19.40658468	8.343834059	22.29914847	10.42296444	21.18929481	4.187496056	3.880553858	5.663364859	2.788504475	2.760746598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057142168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.831379392	2.651925822	4.439348324	5.040249247	4.739853583	2.636710428
LL2.bin21	0.150375286	0.894613454	0.432813983	0.302819798	0.137648993	0.361499086	0.02008097	0.074845473	0.061062475	0	0	0	0.043590656	0.030647633	0	0	0	0	0	0	0	0	0	0	1.699288173	2.748423011	1.114299946	3.230184974	1.351530298	2.868115663	3.429001587	3.17153171	4.161880768	2.709793015	3.038744388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064359228	0	0	0	0	0	0	0	0	0	0	0	0.003379829	0	0	0	0	0	0	0	8.080037803	6.603854221	10.32527407	11.71138484	10.86559791	5.442353814
LL2.bin36	0.043653347	0.215619025	0.656936764	0.752426765	0.315116881	0.4652606	0.146045555	0.21780076	0.259514378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098481498	0.092782431	0.006164618	0.094591176	0	0	4.604995251	3.671943173	4.701605646	1.811159919	2.344119815	0	0	0	0	0	0	0	0	0.009479953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.033321645	1.384316319	2.133939265	2.860265205	3.230112147	1.727854969
LL2.bin7	0.495330057	1.447395268	2.201825617	1.516166503	2.372579861	2.710250699	0.096563938	0.119471325	0.101943568	0	0	0	0.048731509	0.032275142	0	0	0.057496256	0	0	0	0	0	0	0	0	0	0	0	0	0	16.153782	11.27055687	13.65460863	9.029583481	7.240172517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.434169753	2.158528646	2.170754007	1.945693308	1.648295439	0.682407781
LL3.bin20	1.557099513	3.18721987	4.923075026	4.208699897	6.686290816	6.409709272	0.229241383	0.277344214	0.245816451	0	0	0	0.115245777	0.06839238	0	0	0.190020373	0	0	0	0	0	0	0	0	0.008076199	0	0	0	0	10.45622313	9.317504218	11.13274648	6.557850303	5.536364103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.935093776	1.200974161	1.6356148	1.404999139	1.211355819	0.511563617
LL3.bin27	0.054147466	0.269900979	0.660499214	0.611403147	0.313455598	0.523162253	0.185496732	0.226874712	0.447810981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006152556	0	0.029690215	0	0	2.42206572	3.666700238	3.184545889	2.053399699	2.586889985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001327853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.988682655	1.76681935	2.769976586	3.621956743	3.746277995	2.122164665
LL3.bin3	0	0	0	0	0	0.008957102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35968096	0.529995103	0.116014942	0.419721582	0.155163563	0.169504449	124.1050855	89.32365134	119.5006949	61.11025274	57.37825819	0	0	0	0	0.042267769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.71211063	13.64938562	18.36043168	21.01160408	19.83276279	8.984342551
LL4.bin19	0.994472995	1.919831756	3.121551682	2.724214636	4.931814519	4.54888045	0.001294581	0.013153022	0.006824543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.20811016	8.841845331	11.12997843	7.218019573	5.604914738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.948598606	1.247952876	1.469637422	1.243221702	1.131176124	0.499130903
LL4.bin32	0.470695369	1.265136527	1.341869637	1.977308451	1.696574516	1.482928767	0.43196495	0.361038411	0.251842681	0.010699236	0	0	0.058973029	0.034538229	0.041259992	0	0.034262668	0	0	0	0	0	0	0	0.011309484	0.014773024	0.008724799	0.0143388	0.011188067	0.019248571	18.01130082	20.23819888	20.29042883	14.38821321	13.07932391	0	0	0	0	0	0	0	0	0	0	0.01453852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.29379496	7.925569978	8.866172854	11.0534141	11.80159798	18.59289979
LL4.bin34	0.597449069	3.69942107	1.49089619	1.082792839	0.457702496	1.243212027	0.038616097	0.26525604	0.125892836	0	0	0	0.20831848	0.154070503	0	0	0	0	0	0	0	0	0	0	0.39990573	0.604037234	0.026308391	0.526316759	0.017470642	0.123368282	3.73107118	5.401772523	7.622033833	5.583983758	7.142132004	0	0	0	0	0	0	0	0	0	0	0	0	0.086630619	0.035261977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.341467433	0.025073495	0.063131972	0.034285855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.43326064	34.72351479	54.45376337	61.86670879	56.74238609	26.64877723
