	BP4	BP5	BP6	BP7	BP8	BP9	DBS1-1	DBS1-2	DBS1-3	DBS2-1	DBS2-4	DBS2-5	DS3	DS4	DX1	DX2	DX4	FK1	FK2	FK3	FK4	FK5	HSP1	HSP2	JA1	JA2	JA3	JA4	JA5	JA6	LL2	LL3	LL4	LL6	LL7	LSA1	LSA2	LSA3	LSA4	LSA5	MAS1	MAS2	MAS3	MAS4	MAS5	SKS1	SKS3	SKS4	SKS5	TL1-1	TL1-2	TL1-3	TL1-4	TL1-5	TL2-1	TL2-2	TL2-3	TL2-4	TL2-5	WH1	WH2	WH3	WH4	WH5	WY1	WY2	WY3	WY4	WY5	YF1	YF2	YF3	YF4	YF5	YP1	YP2	YP3	YP4	YP5	YS1	YS2	YS3	YS4	YS5	ZJ1	ZJ2	ZJ3	ZJ4	ZJ5	ZJ7
SKS1.bin6	0.744215143	0.150749978	0.449561994	0.16186279	0.327668791	0.107411291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8804765	0.040000533	0.002572445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060828564	0.100196487	0.060846192	0.085065857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKS1.bin60	0.993201649	0.282257789	0.145324673	0.083755836	0.13953353	0.158790315	0.015281558	0.096671048	0.045961942	0	0.013330715	0	2.258149969	2.496765874	0	0	0	0	0	0	0	0	0	0	0	0.188932351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.91582706	16.58831328	31.29012503	0.945422702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072808772	0.10443147	0.055430086	0.090856308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007454735	0	0	0	0	0	0	0
SKS3.bin14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052369335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.033018528	0.100038717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKS3.bin29	0.011711489	0.200857955	0.011144328	0.025485654	0.021112331	0.037519805	0	0	0	0	0	0	0.000578952	0.021063662	0	0	0	0	0	0	0	0	0	0	0	0.023645385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.730748585	7.101731883	1.596670557	0.327335136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.824652641	1.482898156	1.408773821	1.144319759	1.369065253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKS3.bin37	5.369559146	7.179995789	3.972391701	4.200836575	3.145322401	6.040331675	8.797792364	6.158531674	7.136238496	2.109394627	1.759057638	0.320768324	3.236132961	2.855009893	0.462553731	0.08295428	0.651476952	0	0	0.330303002	0.306829042	0.027202691	0	0	0.101424281	0.22021824	0	0.050503918	0	0.017757394	0.077961382	0.097030554	0.146799237	0.080537889	0.107739361	0.017821595	0.057968066	0.056181537	0.017216662	0.148707276	0	0	0.101575826	0	0	21.07566656	7.280647989	7.759632255	67.1864853	0	0	0	0	0	0	0	0	0	0	0	0.270231964	0	0	0	0.847889939	1.566004288	1.107583255	1.074100855	0.429671613	0.687885962	0.039747854	0	0	0.917885603	0.146531849	0	0.214864123	0.048994304	0.033172247	0.836343959	1.988545766	0.797391235	0.626952184	0.917885713	0.552994648	0.259026947	0.576485939	0.521390337	0.723952728	0.351969919
SKS3.bin58	7.459093075	8.281603288	4.609436169	4.178251548	3.368352812	6.627434645	8.311634544	5.486787497	6.907443678	3.120236827	1.683141857	0.885401685	2.818129011	2.607500967	0.344506861	0.051991752	0.415665396	0	0	0.265191997	0.278688512	0.02198217	0	0	0.085655426	0.244642156	0.003190989	0.043983297	0	0.026326298	0.075929057	0.102803376	0.140717573	0.085382585	0.117228485	0.007206869	0.039339284	0.04187079	0.006563167	0.089255336	0	0	0.096916468	0.062458433	0.004206602	17.18103397	8.747674411	7.798475351	43.22802605	0	0	0	0	0	0	0	0	0	0	0	0.226760086	0	0	0	1.171076295	2.43317858	1.610858751	1.624537327	0.66874623	0.853148906	0.045727511	0	0	0.510550207	0.109773456	0	0.225925391	0.094642489	0.034563968	0.596840956	1.76317988	0.453390787	0.388166974	0.510550268	0.656675009	0.319460609	0.664213451	0.631591355	0.842019768	0.448617279
SKS3.bin76	0.011378974	0.027893901	0	0	0	0.041801234	2.426970267	1.503541633	8.269733692	1.100432693	0.242847493	0	1.827252321	2.270441302	0	0	0	0	0	0	0	0	0	0	0	0.434622058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.231017506	20.91495922	6.311620449	0.779840634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006188593	0.041914171	0.030655997	0.026477653	0	0.022101493	0	0	0	0	0	0	0	0	0	0	0.030777698	0	0	0	0	0	0	0	0	0
SKS3.bin90	0	0	0	0	0	0	0.359586792	0.481587302	1.921632591	0.170651585	0	0.116418975	0	0	0	0	0	0	0	0	0	0	0.378235709	0.564582058	0.347018001	4.110693517	0	0.005829389	0	0.234994578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.05456168	121.1511801	453.4395488	317.3246944	0	0	0	0	0.019757025	0	0	0	0	0	0	0	0	0	0	5.736918194	4.557667094	4.4192687	2.870379176	3.228724497	0.549098704	0	0.04949823	0	0	0.341411566	0	3.634196179	0.133072116	0.054454144	0.034089914	0.030230772	2.401352269	0.07451305	0	0	0	0	0	0	0
SKS4.bin24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071678777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01508661	2.68175845	15.40721338	0.274698557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087818299	0	0	0	0	0	0	0	0	0	0	0	0
SKS4.bin75	0.45794943	1.503814077	0.666860773	0.746603839	0.697408626	1.245227131	0.085953043	0.115868055	0.074877165	0	0	0	0.887656102	1.200199463	0.03855206	0	0	0	0	0	0	0	0	0	0	0.00147902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.089317639	2.148833121	9.641423776	0.536116669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.206831033	0.281762943	0.14590002	0.200558897	0	0	0	0	0	0	0	0	0	0	0	0	0.056615695	0	0	0	0	0	0	0	0	0
SKS5.bin100	0	0	0	0	0	0	0.974576717	1.161492555	1.444250052	0.078190778	5.023753955	0	0.158819437	0.143997665	1.297658658	0.396195266	0.719311584	4.028282331	4.816960993	6.948109048	5.85904615	4.250174805	0.115017755	0.637940918	0	0	0	0	0	0	0	0	0	0	0	0.483345892	0.505145918	0.521399386	0.39914554	0.30093903	0	0	0.290317644	0	0	0.447640025	0.025601807	0.267392004	5.422638519	0.360459742	1.559134637	0.898048521	0.516624241	19.20129802	0	0	0	0	0	0	0.429819144	0	0	0.008242905	0.004956071	0.003983955	0.003625384	0	0	0.937566524	13.95875808	5.703559128	7.126773728	0.60167715	0.066898527	0.599227835	0.332361228	0.699870805	1.139387654	0.035503026	0.329202379	0.376374698	0.661605455	0.601677222	0	0	0	0.009400581	0	0
SKS5.bin12	0.0113926	0.014107711	0.000683499	0.002415071	0.003758508	0.003029631	1.850720136	2.563041059	2.164700273	0.026760889	0.318219361	0.061464783	0.385579722	0.296150055	3.017663701	3.52517082	2.713345966	1.113814376	0.576401676	1.538448767	1.377117541	6.143569912	0	0	2.816175879	2.913604427	0.020535301	4.101840577	0.137140368	0.569876032	0.241383957	0.185291778	0.116986014	0.206324893	0.049083542	0.493772857	0.174499331	0.099907209	0.186596245	0.312452404	0	0	6.706178533	0.001250587	0.03022671	0.993968745	1.286280126	4.707294892	13.7744342	0	0	0	0	0.372259737	0	0	0	0	0	0	4.06770447	0	0	0	0.003332252	0.001039854	0	0	0	5.661416653	9.963668895	13.65242606	17.58878029	0.099438295	0.120479399	0	2.819869583	0.167968512	2.637147618	0.050970073	2.053405017	0.905479247	0.66336841	0.099438307	0.097353062	0.072186057	0.049895403	0.078725346	0.065637595	0.111094044
SKS5.bin17	0	0	0.009339665	0	0	0.028022569	1.203886772	1.074901925	1.07128456	0.285580129	0.474580905	0.030171817	1.727965586	1.499095762	1.230932941	1.158380641	1.078776321	0.297560673	0.245944072	0.44203941	0.498671705	0.354786383	0.802256576	0.206588189	0.23850236	0.198646749	0.009105627	0.478813349	0.050307843	0.0767974	0.048195345	0.007461657	0.051723918	0	0	5.305604691	7.220657805	6.071458267	4.139995753	4.219319649	0	0.068001114	5.940871277	0.12776782	0.148756342	0.466349876	0.149126562	0.499303851	6.788402089	0.324386442	1.244305424	2.402018694	1.523004765	6.235426772	0.030713847	0	0	0	0	0	9.669115205	0	0	0.064282157	0.0592717	0.040387247	0.03495439	0.012268671	0	0.190828369	0.778229052	0.2236619	0.288092262	1.827680524	0.374006165	1.756618385	0.729333558	0.957156476	0.727160052	0.392802752	1.267854874	0.587902348	1.483746366	1.827680743	0.058808546	0	0.024556832	0.052911144	0.045974595	0.03829408
SKS5.bin46	0	0	0	0	0	0	0.081022724	0.149465989	0.143923905	0.024579123	5.982905824	0	0.045133271	0.044748624	0.234932681	0.318180483	0.045028794	8.001538412	0.306895515	2.643842344	10.3733737	1.223931843	0.354799968	1.996548635	0	0	0	0	0	0	0	0	0	0	0	0.190105965	0.344931127	0.254406573	0.292868294	0.323724097	0	0	0.165849058	0	0	0.663663592	0.03078076	0.778653387	19.36864432	0.185799188	0.913302779	0.521569108	0.284575633	2.284910395	0	0	0	0	0	0	0.319574182	0	0	0	0	0	0	0.001703132	0	0.811451094	12.13625513	5.298970396	5.666581421	0.721244268	0.238011705	12.01660368	9.040572922	0.654677692	12.94792607	0.004606913	0.396827672	0.597702448	0.850018079	0.721244354	0	0	0	0.080294924	0	0
SKS5.bin6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.461826296	0.816980201	2.663308056	6.039573761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SKS5.bin71	0.011847379	0.04021527	0.008078981	0.055501715	0.010113071	0.057051086	0.780200799	0.870596422	1.099006604	0.812051653	0.048800793	0.083649387	0.352417381	0.341834671	0.183858239	0.032965224	0	0	0	0.0164041	0	0.016707911	0.068604378	0.217761061	0	0	0	0	0	0	0	0	0	0	0	0.041903293	0.030235002	0.069108486	0	0.007582453	0	0.0550724	1.732781632	0.503269054	0.193642716	1.160046986	2.146443266	4.561733757	9.81091645	0	0	0	0	0.009754822	0.074013716	0	0	0	0	0.205934979	1.92163977	0.001658853	0.072275021	0	3.855092188	1.435013168	1.702139739	1.035584636	0	0.911865822	0.171786273	0.022310621	0.015100201	2.572801736	0.038789544	0.109635614	0.135360763	0.170334915	0.007702615	0.911024129	3.88587295	0.356840541	0.918383487	2.572802044	0.053955766	0	0.010638891	0.042006179	0.066805233	0
SKS5.bin98	0	0	0	0	0	0	0	0	0.037045465	0	0	0.083803963	0	0	0	0	0	0	0	0	0	0	0	0	0.074436441	0.316887854	0	0.561517925	0	0.8242468	0	0	0	0	0	0	0	0.00776103	0	0.00691679	0	0	1.503372542	0	0	1.155585917	0.780484333	3.884617135	14.21432307	0	0	0	0	0	0	0	0	0	0	0	0.661227132	0	0	0	0.038384024	0	0.008532177	0	0	0.031581921	0	0	0	0.104198752	0	0	0	0	0	0.043558041	0.175446897	0.269610433	0.197363642	0.104198764	0.359775763	0	0.019041053	0.022711295	0.02170667	0.2573519
TL1-1.bin18	0	0	0	0	0	0	0.781576747	0.447323934	0.949902485	0.425755693	3.654883148	0	0.678363854	0.58804684	0.145812121	0.140303143	0.062307597	1.890333984	3.823117007	3.548023789	4.861731152	7.124035755	0.084042537	0.062844123	0.027120673	0	0	0	0	0	0	0	0	0	0	3.289221301	4.015579375	3.404167212	2.945417349	2.47150174	0	0.018269664	1.792731781	0.001198382	0.01161375	0.148699236	0	0.013981187	0.33417981	3.575261041	12.58385303	7.0705405	5.14047286	18.08997875	0.036355043	0.002325103	0.02976315	0.015132103	0	0	2.981370763	0	0	2.30082858	0	0.039895389	0.035346516	0.020861522	0	0.434779151	1.267403014	0.751923114	0.769856718	2.225972004	0.372934695	23.47925797	1.766616382	4.460023991	1.538761681	0.006628756	0.524084937	0.56143363	1.905941117	2.225972271	0	0	0	0	0	0
TL1-1.bin58	0	0	0	0	0	0	0	0	0	0	0.457680547	0.070352595	0.081229876	0.06828603	1.279162315	1.502118025	0.251603706	0.267562415	0.305785549	0.47806327	2.654626743	0.490058519	0.30431251	0	0	0	0	0	0	0	0	0	0	0	0	3.739455651	3.975761024	3.778930421	3.375316487	3.509724912	0.652303835	0.777994722	0.488740482	0.458544133	0.427029857	0.26691002	0	0	0.793529786	13.19505825	7.333854875	1.462760607	1.61401124	0.256461902	0	0	0.100799087	0.03048759	0	0	0.48255797	0	0	0	0	0	0	0	0	0.003904115	0.346695903	0.223725864	0.122746527	2.87921052	0	0.06529737	0.099482737	0	0	0.858772788	0.73710753	0.971127491	4.446240372	2.879210865	0	0	0	0	0	0
TL1-2.bin1	0	0	0	0	0	0	0	0.014229736	0	0	0.516127389	0.12995655	0.166499521	0.132686737	1.004113743	1.282760385	0.233946688	0.432565303	0.690176725	1.029117757	2.479030366	0.661477793	0.200999079	0	0	0	0	0	0	0	0	0	0	0	0	6.881513438	6.927214424	6.76018994	5.742332423	6.15190968	0.992273041	1.309801854	0.831106953	0.767826839	0.862152583	0.260026538	0	0	0.755053799	11.10449743	7.588965534	2.137596957	2.332325817	1.115819707	0	0	0.162904805	0.032540457	0	0	0.814333371	0	0	0	0	0	0	0	0	0.063210136	1.03282898	0.587188862	0.36853113	2.287335443	0	0.112659537	0.195180321	0.01053274	0.003530068	0.710617513	0.568561109	0.758982073	3.526416792	2.287335717	0	0	0	0	0	0
TL1-2.bin40	0	0	0	0	0	0	0	0	0	0	0	0.042689213	0	0	0.055051822	0.486965541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006290792	0	0	0	0	0	0	0	0.001926212	0.140076393	0	0	0	0	6.384166023	9.735207125	3.97217885	4.229277877	8.910610305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.053013037	14.82258584	4.612632583	3.42442775	1.18449698	0	0.221139568	1.142093231	0.168383592	0.845011009	0.27700349	0.237609671	0.315555334	1.716571785	1.184497122	0	0	0	0	0	0
TL1-2.bin61	0	0	0	0	0	0	0.817966812	0.691705989	1.681328369	0.186520481	0.812266783	0	1.93977771	1.696604148	0.116070556	0.114079253	0.025723678	0.382503306	1.275658148	2.687969783	0.767798304	0.991599153	0.082873686	0	0	0	0	0.058368106	0	0	0	0	0	0	0	16.89660564	23.42274906	19.49063605	15.77636024	15.18002262	0	0	3.012365908	0	0	0.031253145	0	0	0.081494001	4.478362243	21.78648334	4.545300765	3.854380511	14.06286917	1.288561605	0.053121877	0.083818472	0.056584487	0.041272843	0	7.392807766	0	0	36.95659094	0	0.080159677	0.050616143	0.040369276	0	0.181619546	4.139436111	3.76889566	3.60861258	3.743161965	0	1.602148262	0.239665626	0.812141679	0.236132102	0.004802032	1.27293051	0.931717663	2.808370077	3.743162413	0	0	0	0	0	0
TL1-2.bin71	0	0	0	0	0	0	0.039718255	0.031222966	0.064615709	0	0.029021533	0	0.316051084	0.320718047	0.055133577	0.03115731	0.008987588	0.001745848	0.038864677	0.072040208	0.031932452	0.027083367	0	0	0.003607047	0	0	0.013216808	0	0	0	0	0	0	0	0.377107803	0.405339202	0.396539567	0.303533418	0.230010925	0	0	0.226925839	0	0	0	0	0	0.012474087	1.254012551	6.790905015	3.025667894	2.10907595	2.413279222	0	0	0	0	0	0	0.381290749	0	0	0.532354727	0	0	0	0	0	0.010321511	0.200823593	0.122253412	0.112581	0.137605719	0	0.099198382	0.020838194	0.03107449	0.017734784	0	0.046353094	0.009233082	0.094036838	0.137605735	0	0	0	0	0	0
TL1-3.bin48	0	0	0	0	0	0	0.779699076	0.486364725	0.671478058	0.052309962	0	0.158030363	6.099240207	5.288597269	6.411989152	11.14672201	3.518898988	0	0	0	0	0	0	0	6.503953987	0.552048046	0.132422813	0	0	1.312048604	0.002055373	0	0	0.003220701	0	2.12589238	3.324721535	2.715871816	2.607039412	2.267859733	0.180717524	0.295632265	1.706247567	0.405717608	0.587421942	0	0	0	0	0.819180013	0.985554152	12.72520252	8.770715133	5.058056273	0	0	0	0	0	0	0.854731413	0	0	0	0	0	0	0	0	0	0.014419815	0	0	0.927772118	0.157903473	0	0.042074466	0.309881942	0	0	0.068535556	0.161023025	0.633462816	0.927772229	0	0	0	0	0	0
TL1-3.bin61	0	0.027713613	0	0.0602285	0	0.023538039	5.160499879	6.407323446	8.412938801	1.777962517	0.227121162	7.179141672	7.889852927	6.760571834	0.006896931	0.083633293	0	0	0	0.194975307	0.02683864	0.12408498	1.563342378	1.198987907	0	0	0	0	0	0	0.003685323	0.011860677	0	0	0	17.96265186	20.37199929	15.50740486	17.26186397	16.76647984	0.45368095	1.066071338	5.707251893	0.42113627	0.306203489	1.134774571	1.468838005	1.252011997	2.449671669	31.8614843	38.61280343	37.96474359	24.59290912	7.613517385	3.096934103	4.974467587	15.19149338	17.1960988	15.95157288	0.120103555	2.86950809	0.119495207	0.918457669	41.42190295	0.06867269	0.135821388	0.135452433	0.100874357	0	7.76433488	64.78478515	42.15991835	41.78589	17.13842221	0	0	0	0.592437283	0	0.157451263	7.172026069	2.035821193	9.201099649	17.13842832	0	0	0	0	0	0
TL1-4.bin2	0	0	0	0	0	0	1.124626351	1.158618815	1.372791587	0.418956229	1.489532113	0	1.114491623	1.016136987	1.129387758	1.175652091	0.651392899	1.831601706	0.708271912	1.72071811	2.137916349	1.703495047	0.876381073	0.443584704	0	0	0	0	0	0	0	0	0	0	0	10.61396927	10.71968178	10.45583145	8.604956565	6.260242564	0	0	6.82734485	0	0.005126876	0.647045388	0.038230451	0.192111475	1.236854935	4.551046898	23.86319819	13.05641029	8.438242812	41.74893835	0.032672988	0	0.00174865	0	0	0	9.188469959	0	0	4.230559304	0.053576426	0.18411085	0.132185652	0.162528277	0	1.181596404	4.596231609	2.116499389	2.195877344	4.136772033	1.607414884	7.038730255	1.842914067	3.968462682	16.70673693	0.053689994	1.744141665	1.61056859	3.784662449	4.136772529	0	0	0	0.112891357	0	0
TL1-4.bin29	0	0	0	0	0	0	0.121098461	0.071554243	0.032486046	0	0.139207139	0.037330121	2.707785978	2.267213006	4.003263087	11.97253629	0.472929818	0.031331384	0	0.026290345	1.342314428	0.068188461	0.039702122	0	0	0	0	0	0	0	0	0	0	0	0	39.71499781	33.55696018	29.839128	27.29052518	18.0821615	3.586149765	8.772346819	7.96583885	2.866889553	1.957918039	0.167621133	0.007245203	0	0.369689865	20.64160939	28.84353263	111.5787514	84.46642182	4.084372263	0	0.315666857	4.587264896	2.521125993	0.07141487	0	11.53655751	0	0	0.065006344	0	0	0	0	0	0.191083309	1.490702062	0.481117312	0.347402424	20.50991916	0.105647842	0.012330751	0.350288694	1.547688193	2.018721942	0.229596469	3.126728522	6.457915858	21.92637898	20.50992162	0	0	0	0	0	0
TL1-4.bin4	0.008070033	0.017831211	0	0.01498898	0	0	1.002471824	1.863957447	0.334785022	0.056890618	17.58536711	7.1670418	9.873570734	8.152747903	14.88499514	26.05605936	9.261469555	31.34693509	34.6659739	44.06870866	48.80394056	28.57808803	0.050484763	0	0	0	0	0	0	0	0.159895566	0.190262939	0.024916831	0	0	280.8146797	287.1445641	282.5129308	241.0530189	254.8548382	59.53748436	61.85183012	37.54495431	35.12433005	37.28260653	16.0526601	0.392782918	0.866513762	33.1012221	65.13627216	58.99460745	54.38001323	61.54504698	18.99417699	0	2.796407802	12.16736496	3.982659672	1.363430005	0	38.40021926	0.443524253	0	0.401208087	0.12300826	0.166812316	0.190640049	0.132619758	0	2.335999991	24.1522614	17.73793025	11.49581082	13.17447125	0.299186373	7.838494121	10.72745219	1.25613412	3.909399029	4.996041279	3.549513218	5.410784671	20.49730209	13.17447282	0	0	0	0	0	0
TL1-5.bin119	0	0.006752645	0	0.00174088	0.000861582	0.039871761	2.122538242	2.21115999	1.509518857	0.411416622	0.072934085	0.008574973	3.100287724	2.709045234	0.513401751	0.554936636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263245154	0.619390429	0.456084225	0.333354902	0.461956539	0	0	0.766270729	0	0	0.229943399	0.006364924	0.072053655	0.443004989	0	0.027620711	0	0	6.158024934	0	0	0	0	0	0	1.291984286	0	0	0	0	0	0	0	0	0.074422937	1.290452444	0.421757537	0.464710886	0.616090102	0.770493442	1.028360715	2.203484936	1.921561442	0.793032512	0.074421104	0.330777902	0.058785061	0.259990493	0.616090176	0	0	0	0	0	0
TL1-5.bin14	0	0	0	0	0	0	0.162828271	0.226699027	0.343007903	0.001247509	2.42774706	0	0.033292607	0.033703624	0	0	0	0.183206307	6.18354723	13.04230004	2.645428289	3.245164296	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205802363	0.421613664	0.394886481	0.34263716	0.440833227	0	0	0.426472396	0	0	0	0	0	0	0	0.024099555	0.008210474	0.000612334	10.36956574	0	0	0	0	0	0	0.405566709	0	0	0	2.084141371	0.07628872	0.277922843	0	0	0.047292207	1.331553168	1.21539051	1.183305485	0.076816348	0	0.206812945	0.105264776	0.117956125	0	0	0.011462795	0	0.026023073	0.076816357	0	0	0	0	0	0
TL1-5.bin19	0	0	0	0	0	0	0.015596908	0.018021532	0.025367212	0	0.433860706	0	0	0	1.596796673	1.503172927	1.352709164	0.063316817	0.651196867	1.40478494	0.5084613	0.406066012	0.084370181	1.991859902	0.18377601	0.289359636	0	1.105878355	0	0.193094284	0	0	0	0	0	0.783380224	0.992956143	1.043651749	0.655792846	0.348486954	0	0	2.210000762	0	0	0	0	0.006786127	0.087330515	0.031853068	0.365324522	0.063664727	0.042462945	28.14384067	0	0	0	0	0	0	3.359997939	0	0	0	0.17660268	0.298546096	0.114853197	0.183721201	0	0.084621383	2.996750972	1.990624356	2.64025518	0.20308556	0	0.080666009	0.033041997	0	0.803067776	0	0.054857593	0.025888687	0.158286731	0.203085584	0	0	0	0	0	0
TL1-5.bin20	0.103759507	1.375333552	0.123504118	0.128055886	0.172117345	0.486371723	10.63793193	5.919327255	9.501131919	0.991073425	0	634.6167329	0.09863419	0.080554192	2.214193433	6.602556772	2.197885289	0	0	0	0	0.113526205	0	0	1.20029562	1.884358202	6.867128694	4.219253387	35.80241027	3.719262505	0.037091692	0.040488767	0.05680037	0.020088712	0.080148647	0.400504859	0.335637149	0.359806858	0.188269299	0.215533777	69.93095113	85.84931835	159.7767735	97.16419877	62.72557389	0.969214069	4.956707504	2.281708941	3.589717177	0.118382035	0.100673529	0	0	10.07480534	0	0	0	0.156578185	0.125564069	0	115.388663	0	0	0	0.116304653	0.146224488	0.139896428	0.077003974	0	7.403565156	3.519347834	6.732420565	8.466545053	1.29191442	0.128323442	0.20564527	2.822714799	2.96050191	0.344948155	0.654041484	1.224404091	0.597137401	1.701472236	1.291914575	0.059127981	0	0	0.019899478	0.015012511	0
TL1-5.bin22	0	0	0	0	0	0	0.665981215	0.44210378	0.612003132	0.102963861	0.093287818	0.231713067	3.095134031	2.666693106	2.834791796	4.880297174	1.471497656	0.05427238	0.042928499	0.084417227	0.097807459	0.075965836	0	0	2.755223949	0.22030746	0.053724317	0	0	0.520349104	0	0	0	0	0	1.679411109	2.328109091	1.899090417	1.818673017	1.571071995	0.073643952	0.180966448	1.310051717	0.257189029	0.313368402	0	0	0	0.005237341	0.781335841	1.365083681	6.852238404	4.762554168	6.677755983	0	0.027852922	0.079999515	0.073739393	0.00977702	0	0.900891094	0	0	0.353684598	0	0	0	0	0	0.244115322	1.90673424	0.616521871	0.702029478	0.742758047	0.11008259	0.256195532	0.115334125	0.407233449	0	0	0.184535416	0.136501559	0.552406845	0.742758136	0	0	0	0	0	0
TL1-5.bin28	0	0	0	0	0	0	0.754978856	0.915819892	1.151165407	0.110614334	4.542110014	0	0.252523099	0.225962353	1.125374782	0.442295729	0.577987596	3.707045564	4.687026977	6.737490683	5.387430825	4.054426186	0.131355555	0.614368048	0	0	0	0	0	0	0	0	0	0	0	1.620115447	1.493975181	1.56268932	1.207945479	0.809788657	0	0	2.973847619	0	0	0.262556154	0	0.116139605	2.272039741	0.849319991	4.271140772	1.937772552	1.201373884	28.70144162	0	0	0	0	0	0	4.195557626	0	0	0.511881186	0	0.011841665	0	0	0	0.85137719	10.53787285	4.246618183	5.331560143	0.886358373	0.304523579	1.934813278	0.534801978	1.170270373	2.928945536	0	0.42205684	0.45606977	0.962019802	0.886358479	0	0	0	0	0	0
TL1-5.bin35	0	0	0	0	0	0	0.209469829	0.077537038	0.159364544	0.164393638	12.29473853	0	0.416170174	0.351185958	0.199400062	0.17270344	0.054017832	8.087838154	13.40341039	14.98207955	13.3192593	18.16938175	0	0	0	0	0	0	0	0	0	0	0	0	0	0.772053467	0.610436413	0.623877796	0.459761585	0.456880587	0	0.11387756	3.033723147	0.306312434	0.593533153	0	0	0	0	0	0.103223376	0.307941124	0.228742343	6.357322009	0	0	0	0	0	0	7.704542106	0	0	0	0.082011607	0.003039254	0	0	0	0.620695535	0.512981915	0.217945135	0.281123008	0.175265935	0.304259393	8.969618262	0.951440063	1.91413787	2.576090133	0	0.038988981	0	0.121639618	0.175265956	0	0	0	0.026626296	0	0
TL1-5.bin70	0	0	0.065807541	0	0	0	0.301745975	0.185643796	0.240003461	0.671184747	9.473092359	0	0.167706447	0.159102455	0.183771495	0.169184162	0.032099496	10.31795429	9.574133108	11.00514438	9.859657674	7.327557105	0.032528207	0.041652228	0	0	0	0	0	0	0	0	0	0	0	0.972526968	0.941074434	0.963859548	0.741012035	0.490167803	0	0	2.734522597	0.00018703	0.044909182	0.051697401	0.022603298	0	0.063283591	0.414059063	2.789475822	1.016541443	0.643596072	60.69481867	0	0	0	0	0	0	3.908315735	0	0	0.328731956	0	0	0	0	0	0.338488245	0.703539386	0.161615616	0.179179215	0.490602613	3.082421243	31.05353062	3.796452293	16.66260635	12.39265807	0	0.14972488	0.17659884	0.543075233	0.490602672	0	0	0	0.078112002	0	0
TL1-5.bin92	0	0	0	0	0	0	4.024248432	2.59522823	3.274318303	1.056401173	0.158527506	0	3.908775663	3.495862166	0.15740969	0.259577134	0.051754009	0.10321816	0.170555036	0.237846762	0.205137257	0.138490279	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109684893	0.126385171	0.120063149	0.080695286	0.069548072	0	0	2.158742387	0.007648816	0.029648045	0	0	0	0.010253232	0.052510658	0.333678707	0.784993149	0.450129828	16.4183619	0	0	0	0	0	0	3.804239076	0	0	0.165359981	0	0	0	0	0	9.86548396	2.186948907	0.452520182	0.47534116	0.734351237	0.256723271	18.12361783	1.404219736	3.934279891	1.47217481	0	0.274265051	0.105557849	0.404854258	0.734351325	0	0	0	0	0	0
